"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.91673657464367e-59,1.51385936104709,0.369,0.112,4.4071524060782e-55,"Fibroblast","PMEPA1"
2.29779407105253e-59,1.27136402011529,0.691,0.267,5.28331790757108e-55,"Fibroblast","PRRX1"
3.10187938922089e-59,1.52481840257803,0.265,0.083,7.1321512796356e-55,"Fibroblast","SOCS5"
3.57028405458602e-59,1.5250006949998,0.494,0.174,8.20915412670964e-55,"Fibroblast","XYLT1"
4.83328046223943e-59,1.2856038152986,0.799,0.349,1.11131617668271e-54,"Fibroblast","PPFIBP1"
9.41246269819879e-59,1.3545918261462,0.614,0.252,2.16420754819685e-54,"Fibroblast","RAPH1"
2.13574896049039e-58,1.28770407333644,0.378,0.127,4.91072758485556e-54,"Fibroblast","ARHGAP32"
3.26990763553601e-58,1.25256332323477,0.731,0.298,7.51849862638795e-54,"Fibroblast","DAAM1"
3.64530334907816e-58,1.30188502386166,0.847,0.385,8.38164599053541e-54,"Fibroblast","COL3A1"
4.19274781461611e-58,1.53610254353085,0.378,0.117,9.64038505014683e-54,"Fibroblast","RNF150"
1.27976670000961e-57,1.19743461995033,0.635,0.245,2.94256757333209e-53,"Fibroblast","BBS9"
1.74274885422446e-57,1.33027682878091,0.695,0.259,4.00710244051831e-53,"Fibroblast","FHOD3"
5.32098047689832e-57,1.4314176558224,0.394,0.129,1.22345304105323e-52,"Fibroblast","GUCY1A3"
1.29247225931594e-56,1.23231770096761,0.663,0.26,2.97178146584514e-52,"Fibroblast","PTPRK"
1.52442920125456e-56,1.39828312746377,0.414,0.137,3.50512006244461e-52,"Fibroblast","DISC1"
1.65990578391879e-56,1.18797056487361,0.51,0.191,3.81662136896447e-52,"Fibroblast","RAB28"
1.85606786350085e-56,1.17246518425415,0.896,0.453,4.2676568385475e-52,"Fibroblast","VMP1"
1.7934599519145e-55,1.03823582413146,0.49,0.187,4.12370246743702e-51,"Fibroblast","B2M"
2.26888935841992e-55,1.18391980322812,0.9,0.446,5.21685730181491e-51,"Fibroblast","MIR4435-2HG"
2.68066497736009e-55,1.2021905780637,0.43,0.151,6.16365298244406e-51,"Fibroblast","GAS7"
3.01632687182095e-55,1.07541498162631,0.711,0.284,6.93544037637791e-51,"Fibroblast","AGAP1"
7.50491910060486e-55,1.21423089981984,0.602,0.239,1.72560604880208e-50,"Fibroblast","CD44"
8.98165477393031e-55,1.16021937503668,0.916,0.479,2.0651518821698e-50,"Fibroblast","TRPS1"
2.1101798616321e-54,1.28167274047026,0.651,0.251,4.85193655585069e-50,"Fibroblast","CYTH3"
3.76308284602467e-54,0.956994206217814,0.301,0.12,8.65245638786452e-50,"Fibroblast","C1RL"
4.32100074482651e-54,1.62273798663186,0.261,0.08,9.93527701257959e-50,"Fibroblast","ANOS1"
7.96459058542357e-54,1.50396130737692,0.349,0.109,1.83129831330644e-49,"Fibroblast","GPR176"
9.98919736101567e-54,1.05302477346516,0.494,0.195,2.29681614921833e-49,"Fibroblast","KIFAP3"
1.56961136610105e-53,1.13592528670542,0.333,0.117,3.60900741407613e-49,"Fibroblast","TBC1D32"
3.60458521274563e-53,1.1217393104719,0.466,0.187,8.28802277966603e-49,"Fibroblast","LRIG1"
5.52823051377084e-53,1.37913450674689,0.253,0.078,1.27110604203133e-48,"Fibroblast","TEX9"
5.79866496509095e-53,1.1793851496422,0.639,0.265,1.33328703542336e-48,"Fibroblast","CTGF"
1.0576466571611e-52,1.07059228317588,0.614,0.253,2.43184695881052e-48,"Fibroblast","SIPA1L3"
1.07807288165566e-52,1.13343248339932,0.269,0.089,2.47881297679086e-48,"Fibroblast","MT-CO3"
1.29158527059298e-52,1.50443396852482,0.325,0.097,2.96974201267444e-48,"Fibroblast","ABTB2"
1.52086559843678e-52,1.38105112422087,0.378,0.128,3.49692627048568e-48,"Fibroblast","RASSF8"
2.18957073952565e-52,1.24300860810192,0.542,0.2,5.03448000139133e-48,"Fibroblast","CYR61"
2.78802903533761e-52,1.14979991507987,0.562,0.221,6.41051516095177e-48,"Fibroblast","SH3PXD2B"
5.04195113688251e-52,1.37611785560214,0.345,0.122,1.1592958249034e-47,"Fibroblast","KAZN"
1.26226465112162e-51,1.20974531808402,0.574,0.222,2.90232511232395e-47,"Fibroblast","ARHGAP22"
1.86558476193928e-51,0.945635169669027,0.269,0.105,4.28953904312698e-47,"Fibroblast","RHOJ"
2.57417138786891e-51,1.42179691577704,0.357,0.103,5.91879227212698e-47,"Fibroblast","LINC01266"
2.59483618619971e-51,0.937874656571241,0.486,0.206,5.96630684292899e-47,"Fibroblast","MDFIC"
2.93873361919364e-51,1.07975053769142,0.269,0.093,6.75703021061193e-47,"Fibroblast","NDRG1"
3.36879429265661e-51,1.20525370376526,0.357,0.133,7.74586871710535e-47,"Fibroblast","B4GALNT3"
3.42676691248946e-51,1.22782377939638,0.361,0.136,7.87916516188702e-47,"Fibroblast","TBC1D19"
2.4603687879051e-50,1.0575550148734,0.631,0.261,5.6571259540302e-46,"Fibroblast","SEC24D"
2.59720165021353e-50,1.06578053488606,0.683,0.284,5.97174575433597e-46,"Fibroblast","LRRC37A3"
3.19162074320055e-50,1.16902735095018,0.406,0.159,7.33849357484102e-46,"Fibroblast","ME3"
6.71884927316613e-50,1.15076952451373,0.759,0.329,1.54486501337909e-45,"Fibroblast","CHST11"
3.18918209604358e-49,1.18775490709384,0.771,0.346,7.332886393433e-45,"Fibroblast","SETBP1"
3.40606347557428e-49,1.09547257868247,0.904,0.502,7.83156174938795e-45,"Fibroblast","PARD3B"
3.86594255998317e-49,1.01249195523179,0.968,0.523,8.88896172816929e-45,"Fibroblast","COL1A2"
7.45421915799198e-49,1.09112042863438,0.871,0.411,1.7139486109971e-44,"Fibroblast","FRY"
1.11877444827546e-48,0.91069406281217,0.365,0.146,2.57239808891977e-44,"Fibroblast","RRBP1"
1.2548958183483e-48,1.23190803512497,0.422,0.168,2.88538195512825e-44,"Fibroblast","SLC20A1"
1.70860825193889e-48,1.20687619408033,0.566,0.224,3.92860295368308e-44,"Fibroblast","MIR100HG"
1.92391263720853e-48,1.04639840412101,0.602,0.255,4.42365232673358e-44,"Fibroblast","WWC2"
2.27983726266372e-48,0.983211043675088,0.257,0.108,5.24202981804268e-44,"Fibroblast","FGD5"
2.86154500962156e-48,1.4604437198898,0.478,0.162,6.57955044062285e-44,"Fibroblast","ROBO2"
2.98363109733667e-48,1.33702650078688,0.301,0.1,6.86026298210621e-44,"Fibroblast","TSHZ3"
3.45964923948139e-48,1.07863189875259,0.281,0.104,7.95477149633956e-44,"Fibroblast","ADAMTS2"
3.52434836503955e-48,1.11149955385104,0.269,0.097,8.10353419573545e-44,"Fibroblast","MT-CO1"
4.13848072319852e-48,1.12358488509941,0.357,0.126,9.51560872685035e-44,"Fibroblast","KCNQ1OT1"
4.7666836227658e-48,1.16461167346795,0.759,0.353,1.09600356538254e-43,"Fibroblast","FNIP2"
6.39396067314823e-48,1.27120486021337,0.418,0.131,1.47016337757697e-43,"Fibroblast","MEG3"
8.64272331960544e-48,1.16122308685238,0.317,0.13,1.98722137287688e-43,"Fibroblast","FAM129B"
2.04486516643028e-47,1.02772982184238,0.819,0.373,4.70175847717313e-43,"Fibroblast","RBFOX2"
2.1977158023767e-47,1.42995958241341,0.305,0.087,5.05320794440474e-43,"Fibroblast","SAMD3"
2.20785489190698e-47,1.00480957778785,0.345,0.134,5.07652075296173e-43,"Fibroblast","PCNXL2"
2.36027456265693e-47,1.0848660631172,0.293,0.124,5.42697930191707e-43,"Fibroblast","PKM"
2.77920253801125e-47,1.23122446585242,0.39,0.157,6.39022039564926e-43,"Fibroblast","SERTAD2"
2.7812771592147e-47,1.39041853096334,0.462,0.166,6.39499057218235e-43,"Fibroblast","FMO2"
3.30163389882712e-47,1.03944162041719,0.783,0.374,7.5914468235732e-43,"Fibroblast","ADK"
3.84107210268313e-47,0.864634421689003,0.442,0.194,8.83177708569932e-43,"Fibroblast","FAM114A1"
8.3782504803159e-47,0.858706907720446,0.261,0.112,1.92641113293903e-42,"Fibroblast","ZNHIT6"
1.16874737753408e-46,0.939566919786425,0.317,0.132,2.68730084516411e-42,"Fibroblast","DSE"
1.18155834550138e-46,1.26940434431534,0.353,0.127,2.71675710381131e-42,"Fibroblast","ADAMTSL1"
1.72909392078928e-46,1.4323087841994,0.313,0.108,3.9757056520708e-42,"Fibroblast","SESN3"
2.30596216776758e-46,0.995324081943817,0.273,0.099,5.30209881234799e-42,"Fibroblast","IL1R1"
8.06218516091274e-46,1.11102175334858,0.811,0.384,1.85373823404867e-41,"Fibroblast","EDIL3"
9.62932505032667e-46,0.915255062368924,0.293,0.123,2.21407070882161e-41,"Fibroblast","AMOTL1"
2.28989724555163e-45,0.945990839283098,0.55,0.249,5.26516073669687e-41,"Fibroblast","SESTD1"
6.69251231737634e-45,0.970776739754824,0.574,0.259,1.53880935713434e-40,"Fibroblast","SPTAN1"
1.14001053622862e-44,1.00044599371231,0.723,0.331,2.62122622595047e-40,"Fibroblast","CACNA2D1"
2.04071169854589e-44,1.27002881995574,0.297,0.111,4.69220840846657e-40,"Fibroblast","NOD1"
2.09839430942051e-44,0.82126145621242,0.398,0.179,4.82483803565058e-40,"Fibroblast","MLLT4"
3.57377245220308e-44,1.07794884409149,0.566,0.245,8.21717499935054e-40,"Fibroblast","LPAR1"
5.25562995709792e-44,1.188102847655,0.305,0.121,1.20842699603552e-39,"Fibroblast","PAPSS1"
9.34666529869298e-44,1.10546193639859,0.602,0.259,2.14907875212848e-39,"Fibroblast","PLEKHA5"
1.20271500189007e-43,0.965266387375664,0.847,0.438,2.76540260384585e-39,"Fibroblast","KLF12"
2.40990639100289e-43,0.998731050943485,0.884,0.463,5.54109776483296e-39,"Fibroblast","MTHFD1L"
2.57131185924379e-43,1.00054316201251,0.884,0.438,5.91221735795925e-39,"Fibroblast","MAGI2"
2.67698071830526e-43,0.956088829892694,0.759,0.347,6.15518176559928e-39,"Fibroblast","LRP1"
2.68529187990217e-43,1.00705407089713,0.695,0.313,6.17429161945906e-39,"Fibroblast","ADD3"
3.51789688275247e-43,1.01999525970861,0.755,0.353,8.08870030251275e-39,"Fibroblast","ARHGAP21"
3.87182773529046e-43,0.989672060945722,0.622,0.261,8.90249351175336e-39,"Fibroblast","TNRC6C"
3.9448207164544e-43,1.0190844305946,0.783,0.367,9.0703262733436e-39,"Fibroblast","RAI14"
1.0361365716238e-42,1.12896940840412,0.305,0.118,2.38238881913461e-38,"Fibroblast","CEP83"
1.17668045744975e-42,0.865027213370623,0.687,0.307,2.70554137581421e-38,"Fibroblast","MFGE8"
1.20810008526823e-42,0.981470189829907,0.839,0.443,2.77778452605725e-38,"Fibroblast","EIF4G3"
1.91597881787498e-42,0.935599908538233,0.345,0.14,4.40541009593994e-38,"Fibroblast","OSBPL3"
2.15573526173509e-42,0.843822860400688,0.614,0.287,4.95668208730749e-38,"Fibroblast","MAP4K5"
2.6849801741783e-42,0.845698824121941,0.49,0.212,6.17357491448818e-38,"Fibroblast","C11orf49"
5.73087911803765e-42,0.960315878152479,0.851,0.441,1.3177010356104e-37,"Fibroblast","PEAK1"
8.65204646455634e-42,1.00184163940443,0.815,0.379,1.98936504359544e-37,"Fibroblast","PARD3"
2.93860390176096e-41,0.774119322318256,0.297,0.138,6.75673195131897e-37,"Fibroblast","FAM118A"
4.1881847112569e-41,0.833738237425523,0.293,0.122,9.62989310659299e-37,"Fibroblast","STAT1"
5.39132164482071e-41,0.997352491659974,0.851,0.465,1.23962658579363e-36,"Fibroblast","TCF7L2"
5.6109196941284e-41,1.01922772054887,0.51,0.22,1.29011876527094e-36,"Fibroblast","MED27"
6.78234518236741e-41,0.874389637801316,0.671,0.324,1.55946462778174e-36,"Fibroblast","RUFY3"
7.2515426170933e-41,0.925025918068124,0.398,0.167,1.66734719394826e-36,"Fibroblast","SPTLC2"
1.04759609649328e-40,1.14463125831194,0.301,0.128,2.408737704667e-36,"Fibroblast","CD9"
1.52133853236049e-40,0.981295697106011,0.486,0.209,3.49801368745648e-36,"Fibroblast","CDK17"
1.99482390078731e-40,1.04059827846591,0.627,0.278,4.58669859508027e-36,"Fibroblast","LMO7"
2.01456496387424e-40,1.01221778367987,0.518,0.226,4.63208922143605e-36,"Fibroblast","FAM126A"
3.15593842230583e-40,0.867861679994387,0.365,0.175,7.2564492144078e-36,"Fibroblast","PTTG1IP"
5.62700612054718e-40,0.899283136373797,0.763,0.347,1.29381751729741e-35,"Fibroblast","ITGA11"
6.91217565367522e-40,1.04417467316287,0.357,0.154,1.58931654804954e-35,"Fibroblast","ACTG1"
7.64793886552363e-40,0.970008487564637,0.699,0.329,1.75849058334985e-35,"Fibroblast","KLF6"
1.18161990057157e-39,1.00542848322363,0.707,0.326,2.71689863738422e-35,"Fibroblast","UNC5C"
1.39659887168013e-39,0.934697797134368,0.787,0.386,3.21119978565413e-35,"Fibroblast","LRBA"
1.51234743610578e-39,0.891360791835127,0.783,0.378,3.47734045983802e-35,"Fibroblast","SPTBN1"
1.61921059136447e-39,0.875333034145463,0.53,0.247,3.72305091272434e-35,"Fibroblast","MRC2"
2.1667167677337e-39,0.844805118602636,0.382,0.182,4.9819318640501e-35,"Fibroblast","STAT2"
5.29619333593538e-39,1.04177187730248,0.627,0.286,1.21775373373162e-34,"Fibroblast","CENPP"
9.03353995961619e-39,0.887008495266309,0.675,0.325,2.07708184291455e-34,"Fibroblast","NR3C1"
9.4931874526674e-39,0.841342622160446,0.51,0.238,2.18276859099182e-34,"Fibroblast","PAWR"
9.53730990978483e-39,0.937762974979476,0.277,0.116,2.19291366755682e-34,"Fibroblast","PDIA5"
1.17843090571498e-38,0.905990771827015,0.434,0.203,2.70956618151046e-34,"Fibroblast","SMAD3"
1.76130889694759e-38,0.933151845627034,0.647,0.321,4.04977754675159e-34,"Fibroblast","ITGAV"
1.93778031743695e-38,1.12420646269189,0.337,0.139,4.45553828388279e-34,"Fibroblast","ANTXR2"
2.0676698872438e-38,0.928075326985606,0.755,0.356,4.75419337173968e-34,"Fibroblast","ZEB2"
2.54715980427685e-38,0.884450241503048,0.486,0.224,5.85668453797377e-34,"Fibroblast","ZMIZ1"
2.74302699060458e-38,0.679149853438309,0.45,0.233,6.30704195949712e-34,"Fibroblast","TMOD3"
4.09970874272408e-38,0.655919467483548,0.253,0.123,9.42646031214547e-34,"Fibroblast","DYNC2LI1"
8.09864327287613e-38,0.658763567597599,0.486,0.25,1.86212104773241e-33,"Fibroblast","ARMC9"
8.279401100319e-38,1.0205547735453,0.663,0.322,1.90368269499635e-33,"Fibroblast","KIAA1671"
1.03711934011859e-37,0.831517422678612,0.598,0.287,2.38464849873467e-33,"Fibroblast","RANBP9"
1.21455304904457e-37,0.7699511348419,0.639,0.287,2.79262182566817e-33,"Fibroblast","PLA2R1"
1.4522369290941e-37,0.665709738324499,0.265,0.124,3.33912837106607e-33,"Fibroblast","SFXN5"
2.24945099117008e-37,0.911482126220021,0.486,0.237,5.17216266399737e-33,"Fibroblast","HECTD2"
2.54503108205946e-37,0.879501458977314,0.699,0.31,5.85178996697933e-33,"Fibroblast","CEP112"
2.62902176998397e-37,0.772938830284699,0.518,0.259,6.04490975572414e-33,"Fibroblast","NOTCH2"
3.22817132982692e-37,0.903417039923739,0.317,0.146,7.42253433867104e-33,"Fibroblast","PLCL2"
3.91601572562985e-37,1.18478031732113,0.478,0.205,9.00409495794072e-33,"Fibroblast","DGKI"
4.33932341979492e-37,1.00620016631833,0.373,0.158,9.97740633913446e-33,"Fibroblast","DNM3"
4.66387583927114e-37,0.909185489504961,0.896,0.489,1.07236497172361e-32,"Fibroblast","RORA"
5.16047847624202e-37,0.830811725461492,0.329,0.152,1.18654881604233e-32,"Fibroblast","PRKCI"
5.37284400576511e-37,0.848611513123621,0.526,0.245,1.23537802224557e-32,"Fibroblast","NSF"
5.56090449135908e-37,0.803744597930486,0.639,0.314,1.27861876969819e-32,"Fibroblast","ANXA4"
5.86303711515016e-37,0.656349867653527,0.382,0.182,1.34808812388648e-32,"Fibroblast","SPATS2"
7.06668753575968e-37,0.714827574775074,0.394,0.203,1.62484346509722e-32,"Fibroblast","PRDM2"
1.35813085879237e-36,0.750572757864783,0.277,0.131,3.1227502836213e-32,"Fibroblast","SLC30A7"
1.45300800316625e-36,0.771711530840851,0.43,0.214,3.34090130168015e-32,"Fibroblast","PPFIA1"
1.81504203099141e-36,1.00496125510219,0.297,0.119,4.17332614185855e-32,"Fibroblast","KLHL29"
2.23830211176568e-36,0.617535155661647,0.261,0.131,5.14652804558284e-32,"Fibroblast","AP3S1"
3.29852498621472e-36,0.771450820799627,0.321,0.161,7.58429850080351e-32,"Fibroblast","CD47"
3.74146274838536e-36,0.843316252735249,0.478,0.225,8.60274529736247e-32,"Fibroblast","FLNB"
4.81647630502788e-36,1.46175064710725,0.265,0.081,1.10745239681506e-31,"Fibroblast","ADAMTS6"
5.23582993838985e-36,0.992033804066269,0.711,0.317,1.20387437773398e-31,"Fibroblast","KCNQ5"
7.0003538709811e-36,1.01153420388414,0.635,0.282,1.60959136555468e-31,"Fibroblast","PBX1"
7.83588084499572e-36,0.833393113653693,0.61,0.295,1.80170408268987e-31,"Fibroblast","PARVA"
8.39729166371199e-36,0.757828930094956,0.45,0.214,1.9307892722373e-31,"Fibroblast","CHCHD3"
8.79741624679711e-36,0.949167919689959,0.839,0.469,2.02278991762606e-31,"Fibroblast","ERG"
9.46655089463114e-36,0.796803334596598,0.418,0.194,2.17664404720254e-31,"Fibroblast","NPTN"
1.0960176725241e-35,0.802443329290031,0.526,0.251,2.52007343443466e-31,"Fibroblast","STX7"
1.22737602805208e-35,0.871826505715893,0.522,0.25,2.82210570130014e-31,"Fibroblast","ACTB"
1.4024618721812e-35,0.928742762121576,0.498,0.222,3.22468058270624e-31,"Fibroblast","SUSD6"
1.76850706094971e-35,0.829168740428975,0.542,0.257,4.06632828524168e-31,"Fibroblast","ABL2"
2.09807008361547e-35,0.954165694332648,0.345,0.164,4.82409254325705e-31,"Fibroblast","SDC2"
2.19621391943123e-35,1.04169699932671,0.345,0.157,5.04975466494824e-31,"Fibroblast","B4GALT1"
2.33994638032894e-35,0.871539947376117,0.811,0.416,5.38023871229033e-31,"Fibroblast","GMDS"
3.17786843714727e-35,0.742581318607125,0.498,0.237,7.30687289753273e-31,"Fibroblast","AXL"
3.83747714854162e-35,0.923170133959793,0.627,0.321,8.82351120764174e-31,"Fibroblast","ANXA2"
9.20383289708511e-35,0.925906199792834,0.329,0.128,2.11623729802678e-30,"Fibroblast","PTPRD"
1.08025757464209e-34,0.825713235317257,0.502,0.239,2.48383624137455e-30,"Fibroblast","MAGI3"
1.31621946292038e-34,0.813522939027193,0.41,0.197,3.02638341109284e-30,"Fibroblast","TTLL5"
1.77266840371434e-34,0.82406024021864,0.835,0.439,4.07589646066038e-30,"Fibroblast","DOCK1"
2.22942450826057e-34,0.889136023795333,0.289,0.126,5.12611577184354e-30,"Fibroblast","MLLT3"
3.18038085293749e-34,0.840931547840738,0.622,0.31,7.31264969515917e-30,"Fibroblast","MNAT1"
4.78285016727314e-34,0.725060961369873,0.365,0.195,1.09972073896111e-29,"Fibroblast","SLC25A37"
5.46617715986466e-34,0.912967610422333,0.667,0.328,1.25683811436768e-29,"Fibroblast","EHBP1"
1.27699126442774e-33,0.666094538459596,0.454,0.232,2.93618601429869e-29,"Fibroblast","LMNA"
1.4730522475327e-33,1.06692739971512,0.269,0.116,3.38698903275193e-29,"Fibroblast","SLC39A14"
1.51197177798079e-33,0.76077490246,0.635,0.323,3.47647670911122e-29,"Fibroblast","ARHGEF12"
1.52090373141616e-33,0.780964255892662,0.458,0.229,3.49701394964518e-29,"Fibroblast","MIRLET7BHG"
1.60506077348062e-33,0.736447235020304,0.361,0.183,3.690516236464e-29,"Fibroblast","WDFY1"
1.928257533906e-33,0.617381633063405,0.386,0.203,4.43364254771007e-29,"Fibroblast","SLC25A12"
1.94752044975686e-33,0.625444473448897,0.277,0.146,4.47793377012594e-29,"Fibroblast","C5orf56"
2.2681323797476e-33,0.795105414847985,0.622,0.313,5.21511678075365e-29,"Fibroblast","TMEM135"
2.576624658787e-33,0.514026844422294,0.293,0.158,5.92443307794896e-29,"Fibroblast","TFG"
2.85293943852242e-33,0.670380942760961,0.357,0.192,6.5597636509946e-29,"Fibroblast","STK24"
3.15936448642385e-33,0.744776465282293,0.622,0.303,7.26432676363437e-29,"Fibroblast","PLAGL1"
3.60168461256781e-33,0.718942337808322,0.598,0.299,8.28135342967717e-29,"Fibroblast","ARHGEF10"
4.23052914387807e-33,0.768670528206055,0.382,0.189,9.72725566051884e-29,"Fibroblast","PMM2"
5.04695354693746e-33,0.403425479656599,0.253,0.146,1.16044602904733e-28,"Fibroblast","ELP2"
7.47957662162127e-33,0.88248534098656,0.281,0.115,1.71977905260938e-28,"Fibroblast","GPR173"
7.71769658850239e-33,0.998158264508949,0.305,0.127,1.77452997659435e-28,"Fibroblast","TMEM241"
1.01516620702668e-32,0.802507887917814,0.602,0.307,2.33417165981643e-28,"Fibroblast","NBAS"
1.01629755096722e-32,0.813087217509635,0.321,0.152,2.33677295893893e-28,"Fibroblast","SOBP"
1.05766824201508e-32,0.657861398760405,0.51,0.266,2.43189658886528e-28,"Fibroblast","CTIF"
1.08980285954499e-32,0.968351554348487,0.566,0.288,2.5057837149518e-28,"Fibroblast","LAMC1"
1.23226178285531e-32,0.719993713952847,0.438,0.227,2.83333951731922e-28,"Fibroblast","SMAD2"
1.4481866174511e-32,0.567304748260796,0.522,0.275,3.32981548950531e-28,"Fibroblast","NCKAP1"
1.55802539326304e-32,0.641732752837568,0.305,0.146,3.5823677867297e-28,"Fibroblast","NLRC5"
1.75429263189647e-32,0.908578304602046,0.618,0.297,4.03364504851955e-28,"Fibroblast","PDGFC"
1.77323198638022e-32,0.786944541391276,0.466,0.231,4.07719230628405e-28,"Fibroblast","TTC7A"
2.40761486926717e-32,0.583852874856686,0.345,0.192,5.535828868906e-28,"Fibroblast","SLC38A6"
2.48335289626519e-32,1.19108045880363,0.378,0.149,5.70997331438256e-28,"Fibroblast","EFNA5"
2.87450755453078e-32,0.722433492270571,0.59,0.3,6.60935522013263e-28,"Fibroblast","ASPH"
3.13461356517988e-32,0.680553629429397,0.454,0.237,7.20741697041809e-28,"Fibroblast","SYNJ2"
3.14356841667949e-32,0.739215866916495,0.297,0.154,7.22800686047116e-28,"Fibroblast","TSC22D2"
3.71660464899844e-32,0.69080580662734,0.996,0.738,8.54558906944212e-28,"Fibroblast","FN1"
5.47784653455837e-32,0.854765714016426,0.835,0.452,1.25952125369101e-27,"Fibroblast","NAALADL2"
6.55652300847708e-32,0.627448832683313,0.325,0.177,1.50754133533913e-27,"Fibroblast","ZNF254"
9.65557148854869e-32,0.768659047628884,0.357,0.167,2.220105552362e-27,"Fibroblast","LIFR"
9.81127469401424e-32,0.789375130090751,0.631,0.333,2.25590639039469e-27,"Fibroblast","NUTM2A-AS1"
1.0827398107644e-31,0.74019782595086,0.426,0.216,2.48954364689058e-27,"Fibroblast","REEP3"
1.15935693825775e-31,0.78156302338501,0.378,0.181,2.66570940813605e-27,"Fibroblast","MAP3K8"
1.73854450140311e-31,0.857314791077613,0.462,0.215,3.99743537207617e-27,"Fibroblast","HIVEP2"
1.9153976520609e-31,0.794893853184176,0.847,0.463,4.40407382138362e-27,"Fibroblast","SNED1"
2.03204855643777e-31,0.764363136328819,0.759,0.411,4.67228924581736e-27,"Fibroblast","PDXDC1"
2.87259012612406e-31,0.474150972262361,0.281,0.138,6.60494647699705e-27,"Fibroblast","ZNF827"
3.06459598595283e-31,0.753222873224708,0.502,0.253,7.04642555050134e-27,"Fibroblast","PITPNB"
3.95759684822803e-31,0.759495106077249,0.695,0.369,9.0997024331307e-27,"Fibroblast","STXBP5"
4.1032693584054e-31,0.598631484375099,0.253,0.125,9.43464723578153e-27,"Fibroblast","PRPSAP1"
4.53573748280389e-31,0.712673339854867,0.614,0.313,1.0429021194211e-26,"Fibroblast","ATXN10"
5.53561312912467e-31,0.98359885609969,0.305,0.13,1.27280352677963e-26,"Fibroblast","FAM107B"
5.54007046487813e-31,0.800702832372762,0.353,0.178,1.27382840198943e-26,"Fibroblast","CCDC7-1"
5.65077857961792e-31,0.783413395051598,0.908,0.506,1.29928351881155e-26,"Fibroblast","DLC1"
6.8774395882233e-31,0.823868418981188,0.277,0.139,1.58132968452018e-26,"Fibroblast","ATP6V1A"
7.58038448235004e-31,1.13792377786651,0.418,0.166,1.74295780402674e-26,"Fibroblast","PDGFD"
1.09728763175109e-30,0.78546088919316,0.671,0.333,2.52299345168529e-26,"Fibroblast","WWTR1"
1.16477650089964e-30,0.82643577599969,0.703,0.343,2.67817060851853e-26,"Fibroblast","KCNT2"
1.46162325513018e-30,0.645576408182984,0.687,0.343,3.36071035052082e-26,"Fibroblast","AEBP1"
1.98343294701056e-30,0.637525033916022,0.418,0.22,4.56050737506137e-26,"Fibroblast","SVIL-AS1"
1.9877429201088e-30,0.662335610439702,0.522,0.268,4.57041729620617e-26,"Fibroblast","PTPN14"
2.08395192580756e-30,0.499999957103599,0.317,0.174,4.79163066300932e-26,"Fibroblast","MIER1"
2.15617995422134e-30,0.858342362450967,0.486,0.247,4.95770456874112e-26,"Fibroblast","USP25"
2.20368801842881e-30,0.749586079011783,0.402,0.197,5.06693986077336e-26,"Fibroblast","CNTLN"
2.80831631478368e-30,0.588243667856179,0.285,0.163,6.45716170258212e-26,"Fibroblast","PLEC"
4.28563424194999e-30,0.676354333824334,0.281,0.159,9.85395881251561e-26,"Fibroblast","TUBB6"
4.45420914613422e-30,0.786095294362697,0.365,0.191,1.02415630897064e-25,"Fibroblast","CHSY1"
4.56565874584876e-30,0.591414008877512,0.305,0.159,1.04978191543301e-25,"Fibroblast","COG6"
5.20480493575012e-30,0.778958940599479,0.855,0.449,1.19674079887702e-25,"Fibroblast","VCAN"
5.32362268058211e-30,0.494708024279497,0.277,0.163,1.22406056294624e-25,"Fibroblast","SPATA6"
6.23669926745847e-30,0.781768900800168,0.438,0.213,1.43400426256673e-25,"Fibroblast","SPATS2L"
6.48163678268127e-30,0.744364230047965,0.426,0.214,1.49032274544191e-25,"Fibroblast","STT3B"
7.32094753005781e-30,0.718849381550513,0.586,0.327,1.68330546558619e-25,"Fibroblast","RAP1B"
8.03640568318322e-30,0.628692851361814,0.502,0.269,1.84781075873432e-25,"Fibroblast","NUTM2B-AS1"
8.81600651920977e-30,0.673376345240417,0.269,0.137,2.0270643789619e-25,"Fibroblast","NME7"
9.43196501196984e-30,0.804928018697427,0.643,0.324,2.16869171520223e-25,"Fibroblast","LIMS1"
1.09634727150024e-29,0.711573433300737,0.53,0.278,2.5208312813605e-25,"Fibroblast","TIAM2"
1.11198179344414e-29,1.13744283866091,0.293,0.118,2.55677973766612e-25,"Fibroblast","RANBP17"
1.32627726597576e-29,0.774355950081907,0.522,0.271,3.04950931765808e-25,"Fibroblast","ZNF532"
1.35184186621877e-29,0.789618337396177,0.655,0.345,3.10829000299683e-25,"Fibroblast","DGKH"
1.47888535334136e-29,0.687995828557021,0.378,0.178,3.40040109293779e-25,"Fibroblast","NMD3"
1.49906563738249e-29,0.720791978266208,0.265,0.124,3.44680162003356e-25,"Fibroblast","RP11-418J17.1"
1.6572092567779e-29,0.933812003001565,0.273,0.123,3.81042124410943e-25,"Fibroblast","PAK3"
1.848404681892e-29,0.984313909491321,0.257,0.1,4.25003688507428e-25,"Fibroblast","COLEC12"
4.3434540647603e-29,0.734017035571706,0.815,0.4,9.98690393110337e-25,"Fibroblast","SGCD"
4.60251873615181e-29,0.934453984723815,0.422,0.191,1.05825713300339e-24,"Fibroblast","MOB3B"
