"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.9153729046804e-85,1.40759726011554,0.346,0.117,6.70331691973165e-81,"Macrophage","OGDH"
3.47330864531934e-85,1.23022138654436,0.336,0.119,7.98617856818276e-81,"Macrophage","CRLF3"
4.08676095031553e-85,1.21646982966259,0.541,0.236,9.39668945306049e-81,"Macrophage","SEPT9"
7.85397696346464e-85,1.19652372541553,0.506,0.207,1.80586492320942e-80,"Macrophage","CD44"
1.00259707701942e-84,1.19564773355985,0.314,0.113,2.30527145919075e-80,"Macrophage","SLC27A1"
1.24935164171526e-84,1.14720027104687,0.564,0.247,2.8726342297959e-80,"Macrophage","MAPKAP1"
1.81481621027665e-84,1.35381226197918,0.294,0.099,4.17280691228911e-80,"Macrophage","SETDB2"
4.11404108270801e-84,1.33334759914217,0.392,0.135,9.45941466147053e-80,"Macrophage","GNA12"
7.19063935028804e-84,1.46724215157994,0.305,0.104,1.65334370581173e-79,"Macrophage","AGPAT4"
1.43609148577736e-83,1.17794217085327,0.509,0.211,3.30200515324788e-79,"Macrophage","CORO1C"
4.00280950346939e-83,1.37909823420236,0.305,0.099,9.20365989132718e-79,"Macrophage","GTF2F2"
1.1740529891447e-82,1.32762059670889,0.308,0.101,2.69950003794041e-78,"Macrophage","AGPS"
1.9953430057353e-82,1.34714250199054,0.277,0.091,4.58789217308718e-78,"Macrophage","FAM102B"
5.43261790704671e-82,1.2126459753725,0.442,0.168,1.24912183536725e-77,"Macrophage","PABPC1"
6.28339062050882e-82,1.67747781537093,0.328,0.105,1.44474000537359e-77,"Macrophage","MGLL"
1.12580033934698e-81,1.25844665561866,0.402,0.149,2.58855272026052e-77,"Macrophage","SLC23A2"
6.50335595381705e-81,1.2882301676642,0.367,0.13,1.49531663446116e-76,"Macrophage","GPD2"
4.84089641125796e-80,1.05374307876137,0.56,0.249,1.11306731184054e-75,"Macrophage","DNM2"
8.52506766035271e-80,1.32400183512927,0.266,0.079,1.9601688071449e-75,"Macrophage","TBC1D4"
8.75482320283673e-80,1.07342605058498,0.416,0.161,2.01299649902825e-75,"Macrophage","CDC42SE2"
1.15640988839905e-79,1.12990357525834,0.331,0.12,2.65893325639594e-75,"Macrophage","R3HCC1L"
1.38671299778712e-79,1.2936403249233,0.39,0.153,3.18846919581192e-75,"Macrophage","C6orf62"
1.40789385835775e-79,1.05816939483692,0.299,0.113,3.23717034852197e-75,"Macrophage","ARPC3"
1.68709675782113e-79,1.09903849156567,0.542,0.243,3.87914157525812e-75,"Macrophage","NCOR2"
1.70750639220853e-79,1.32062494809369,0.288,0.098,3.92606944760508e-75,"Macrophage","PARP12"
3.05478426539079e-79,1.12833795740763,0.44,0.176,7.02386546141304e-75,"Macrophage","IQSEC1"
7.34787955535568e-79,1.0864389122432,0.438,0.177,1.68949794616293e-74,"Macrophage","SH3PXD2A"
8.4354734007308e-79,1.11977927574663,0.408,0.162,1.93956839903003e-74,"Macrophage","PDXK"
1.12712254473631e-78,1.00196280931617,0.69,0.37,2.5915928671122e-74,"Macrophage","PIAS1"
3.71837589361312e-78,1.65038690637681,0.251,0.073,8.54966169218465e-74,"Macrophage","GPR155"
3.7571406535886e-78,1.31450464312548,0.369,0.135,8.63879350479626e-74,"Macrophage","ATP6V1H"
4.80980665828278e-78,1.30484690720577,0.268,0.091,1.10591884493896e-73,"Macrophage","PARL"
6.27848139250961e-78,1.06012693559747,0.407,0.16,1.44361122657973e-73,"Macrophage","DNMT3A"
7.12266635464844e-78,1.2181033404601,0.396,0.155,1.63771467492431e-73,"Macrophage","TBC1D2B"
8.16563535132244e-78,1.31036189811466,0.339,0.116,1.87752453632957e-73,"Macrophage","ZCCHC2"
1.57527170767153e-77,1.04236439253497,0.53,0.238,3.62202223744914e-73,"Macrophage","DHRSX"
3.24567447197759e-77,1.21291785833647,0.47,0.194,7.46277931341808e-73,"Macrophage","NPC1"
4.6672200878373e-77,1.12818327511762,0.407,0.159,1.07313391479643e-72,"Macrophage","ASXL2"
5.64786430515929e-77,1.07400429069997,0.556,0.241,1.29861343968528e-72,"Macrophage","USP4"
7.16130314783653e-77,1.09715614637928,0.375,0.141,1.64659843278205e-72,"Macrophage","SLC20A1"
3.42505986338214e-76,1.02716634892059,0.355,0.124,7.87524014387455e-72,"Macrophage","ARHGEF3"
6.48120944053359e-76,1.15739449507367,0.461,0.194,1.49022448666189e-71,"Macrophage","PHC2"
9.115524604147e-76,1.1507094535702,0.326,0.114,2.09593257223152e-71,"Macrophage","CREB5"
1.63130054304157e-75,0.830666464484064,0.776,0.456,3.75084933861548e-71,"Macrophage","RNF213"
2.82703711555033e-75,1.22256805834504,0.422,0.167,6.50020643978489e-71,"Macrophage","CDYL"
3.77182155741022e-75,1.04532586585399,0.495,0.215,8.67254930695332e-71,"Macrophage","GPATCH2L"
5.19406100664902e-75,1.10424056642727,0.516,0.233,1.19427044725881e-70,"Macrophage","ZMYND8"
9.14138362610794e-75,1.32114435200548,0.309,0.109,2.101878337151e-70,"Macrophage","B4GALT5"
9.51177040584655e-75,1.1044415662304,0.349,0.141,2.1870413694163e-70,"Macrophage","MROH1"
1.07813981577675e-74,1.15723511977742,0.445,0.191,2.47896687841549e-70,"Macrophage","PDPK1"
1.16456118991009e-74,1.07724507815743,0.477,0.198,2.67767554396027e-70,"Macrophage","COL4A3BP"
1.6198729999009e-74,1.24115482518978,0.304,0.107,3.72457398867213e-70,"Macrophage","DPP9"
1.8294185150279e-74,1.1068472335472,0.372,0.141,4.20638199160365e-70,"Macrophage","DAP3"
1.95918445295233e-74,1.00143618932991,0.539,0.252,4.50475281267328e-70,"Macrophage","AKAP10"
7.64780074404647e-74,1.10227548258354,0.481,0.208,1.7584588250786e-69,"Macrophage","KCTD7"
1.79609303617058e-73,0.796346297385127,0.806,0.515,4.12975671806702e-69,"Macrophage","KCNMA1"
1.86549357941679e-73,1.29405053411651,0.337,0.125,4.28932938715302e-69,"Macrophage","LCORL"
9.81006097878198e-73,1.19778730893304,0.349,0.132,2.25562732085134e-68,"Macrophage","ADAM9"
1.153212883485e-72,1.04524682648864,0.555,0.266,2.65158238299705e-68,"Macrophage","ASPH"
1.32183190830082e-72,0.954424353683702,0.557,0.253,3.03928810675607e-68,"Macrophage","LRRC37A3"
1.58101604078721e-72,1.22329690701502,0.303,0.113,3.63523018258204e-68,"Macrophage","SUFU"
1.66741492400086e-72,1.0929784030362,0.405,0.166,3.83388713475518e-68,"Macrophage","ARHGEF11"
2.02150083346482e-72,1.28618613527311,0.336,0.119,4.64803686638567e-68,"Macrophage","CLIP4"
2.78162247277702e-72,0.927042109744021,0.471,0.201,6.39578455165621e-68,"Macrophage","MIR34AHG"
8.95560587176675e-72,1.4050798867324,0.3,0.101,2.05916245809533e-67,"Macrophage","ENTPD1"
1.13202383236292e-71,1.06131201020035,0.398,0.167,2.60286239775207e-67,"Macrophage","LHFPL2"
1.2500344941317e-71,1.01215013567728,0.477,0.203,2.87420431235702e-67,"Macrophage","INPP4A"
2.17888540685624e-71,1.02027302007276,0.585,0.283,5.00991121598455e-67,"Macrophage","RAB7A"
9.08621629994614e-71,1.05381423425117,0.542,0.248,2.08919371384662e-66,"Macrophage","LARP4B"
1.13564508743755e-70,1.42553814564706,0.383,0.162,2.61118874954515e-66,"Macrophage","SRGAP1"
2.79213595727856e-70,0.87541728027785,0.716,0.417,6.41995820657059e-66,"Macrophage","ITPR2"
4.2183207272049e-70,1.35523721526592,0.285,0.1,9.69918484806223e-66,"Macrophage","BTBD1"
4.99922476006385e-70,1.32259671887296,0.269,0.096,1.14947174908148e-65,"Macrophage","NBPF1"
5.45859184217493e-70,1.14854223321954,0.297,0.108,1.25509402227128e-65,"Macrophage","RGS12"
7.87232568474219e-70,1.16950946583559,0.275,0.102,1.81008384469277e-65,"Macrophage","STAT1"
9.09842781582584e-70,1.10836336594163,0.362,0.147,2.09200150769283e-65,"Macrophage","CDK19"
1.63791683978487e-69,1.14726791306333,0.286,0.104,3.76606218971736e-65,"Macrophage","GNAI2"
2.40391795579935e-69,1.28261813299296,0.272,0.096,5.52732855576944e-65,"Macrophage","MOB1B"
3.65369591524896e-69,1.06064430486291,0.413,0.17,8.40094301793194e-65,"Macrophage","RNF145"
4.76919997644559e-69,0.949353648075223,0.456,0.204,1.09658215058413e-64,"Macrophage","PAK2"
5.25933733683677e-69,0.948945619103001,0.425,0.19,1.20927943385888e-64,"Macrophage","TRAPPC10"
6.41866570794731e-69,1.08397623692397,0.397,0.163,1.47584380622832e-64,"Macrophage","CAP1"
7.96713149421737e-69,1.0904343541515,0.366,0.146,1.8318825444654e-64,"Macrophage","PFKFB3"
9.39172303529256e-69,0.890651697629385,0.591,0.302,2.15943887750482e-64,"Macrophage","AGO4"
1.18149323749891e-68,1.0615092574684,0.313,0.129,2.71660740098125e-64,"Macrophage","ADAR"
2.06518176310458e-68,1.19234178374066,0.321,0.121,4.74847242790635e-64,"Macrophage","GNAI3"
2.53954770694331e-68,1.08467066330077,0.493,0.229,5.83918204257475e-64,"Macrophage","NOTCH2"
2.80164329514934e-68,1.17228825262691,0.292,0.105,6.44181842853688e-64,"Macrophage","CLMN"
4.00712701971314e-68,0.977981264393752,0.429,0.186,9.21358715642643e-64,"Macrophage","XAF1"
5.23337032222704e-68,0.989699010591056,0.497,0.23,1.20330883818966e-63,"Macrophage","CLTC"
1.56894057070304e-67,1.14555101701059,0.404,0.167,3.6074650542175e-63,"Macrophage","SNX24"
1.80252531542109e-67,0.924834384726977,0.547,0.261,4.14454645774771e-63,"Macrophage","HELZ"
3.12706695943213e-67,0.884686594858267,0.678,0.375,7.1900650598223e-63,"Macrophage","ZSWIM6"
6.88261950257038e-67,1.21979657197173,0.334,0.131,1.58252070222601e-62,"Macrophage","DIRC2"
9.96374106569983e-67,1.02861322193662,0.476,0.212,2.29096298323636e-62,"Macrophage","PSEN1"
1.07261316172448e-66,0.939795736268735,0.551,0.266,2.46625944275309e-62,"Macrophage","KIAA1033"
1.22829296158102e-66,1.03353978877922,0.414,0.168,2.82421400656325e-62,"Macrophage","SH3KBP1"
1.25949701662942e-66,0.940043092689698,0.446,0.196,2.89596149033603e-62,"Macrophage","TIMP2"
1.27229891679865e-66,1.10144809246349,0.356,0.14,2.92539689939515e-62,"Macrophage","KIFC3"
1.47214040637083e-66,0.991264738040614,0.581,0.292,3.38489243636844e-62,"Macrophage","LIMS1"
2.0839797338216e-66,1.08195559401846,0.382,0.156,4.79169460197599e-62,"Macrophage","ARHGEF2"
2.84251944172448e-66,1.20720645077943,0.337,0.133,6.53580495235709e-62,"Macrophage","B4GALT1"
3.13426235618212e-66,1.18002767251556,0.258,0.09,7.20660943556956e-62,"Macrophage","ITPK1"
5.48336907428851e-66,1.0095340645475,0.423,0.186,1.26079105125116e-61,"Macrophage","PPFIA1"
7.00459375562249e-66,1.06708664073049,0.408,0.173,1.61056624223028e-61,"Macrophage","WWP1"
7.64089955577594e-66,1.20280363887702,0.306,0.119,1.75687203485956e-61,"Macrophage","PAPSS2"
2.72554441226588e-65,0.998427150715852,0.462,0.205,6.26684426712293e-61,"Macrophage","GTDC1"
4.28131861785646e-65,0.906412043207733,0.488,0.227,9.84403589803735e-61,"Macrophage","SIPA1L3"
5.77179179526201e-65,0.899499318856472,0.611,0.314,1.32710808748459e-60,"Macrophage","PBRM1"
1.51958532229335e-64,1.04198932367774,0.381,0.155,3.4939825315491e-60,"Macrophage","CTTNBP2NL"
1.99347160359077e-64,1.1387904488033,0.305,0.117,4.58358925813627e-60,"Macrophage","MAX"
2.69224805414298e-64,1.05210227658061,0.333,0.132,6.19028595089094e-60,"Macrophage","CUEDC1"
2.89188547956973e-64,1.27299723998536,0.259,0.093,6.64931228317468e-60,"Macrophage","RCBTB2"
5.16885918424323e-64,1.11549113607789,0.31,0.123,1.18847579223305e-59,"Macrophage","CYB5R4"
6.05740952854026e-64,1.35032779209425,0.257,0.09,1.39278017289726e-59,"Macrophage","RP11-35G9.5"
8.54725250130135e-64,1.15056164598831,0.303,0.106,1.96526976762422e-59,"Macrophage","ABHD3"
2.2526049059614e-63,0.963852325872174,0.492,0.22,5.17941446027704e-59,"Macrophage","TRAK1"
3.13340535691091e-63,1.19178480444613,0.464,0.222,7.20463893714525e-59,"Macrophage","SPRED1"
4.26868853749866e-63,0.956510436396516,0.467,0.212,9.81499555427068e-59,"Macrophage","USP3"
7.00434045496368e-63,0.956307675913346,0.549,0.271,1.6105080008098e-58,"Macrophage","MAP3K2"
8.15574230928768e-63,1.02194611567604,0.462,0.21,1.87524982917452e-58,"Macrophage","PLD3"
1.041099745366e-62,1.05934811337206,0.284,0.11,2.39380064452004e-58,"Macrophage","FAM107B"
1.55112074343897e-62,0.918415786348353,0.415,0.18,3.56649192538922e-58,"Macrophage","PLD1"
3.30565651047663e-62,0.795143563532566,0.715,0.416,7.60069601453892e-58,"Macrophage","CAMK1D"
4.48280409564393e-62,0.914406831181683,0.481,0.219,1.03073114571141e-57,"Macrophage","DENND5A"
1.97512387162505e-61,0.925612331561821,0.56,0.282,4.54140231802749e-57,"Macrophage","CAB39"
2.2030600291721e-61,1.19535797085587,0.299,0.122,5.0654959250754e-57,"Macrophage","N4BP1"
4.02629990351069e-61,1.19310919196138,0.348,0.144,9.25767136814212e-57,"Macrophage","PELI1"
7.69169586541083e-61,0.956315674600261,0.511,0.243,1.76855163033391e-56,"Macrophage","RASSF3"
1.39830627625468e-60,0.750367583891991,0.683,0.372,3.21512562099239e-56,"Macrophage","ARL15"
1.85671446638975e-60,1.14661057627471,0.34,0.136,4.26914357256995e-56,"Macrophage","GNB4"
3.70375169573692e-60,0.938066035099176,0.513,0.249,8.5160362740079e-56,"Macrophage","TULP4"
1.77399592646073e-59,0.964462301626009,0.421,0.193,4.07894883371116e-55,"Macrophage","SEC14L1"
1.96379092065982e-59,0.978814809923137,0.44,0.213,4.51534446387312e-55,"Macrophage","TGFBR1"
2.13917245184168e-59,1.04638559307876,0.403,0.18,4.91859921851958e-55,"Macrophage","EFR3A"
3.32868782294715e-59,0.721134489480047,0.729,0.42,7.65365191130237e-55,"Macrophage","ARHGAP26"
3.92789584603459e-59,0.876383651787625,0.504,0.239,9.03141091878733e-55,"Macrophage","STX12"
4.82632074615363e-59,1.02747972857069,0.286,0.117,1.1097159291631e-54,"Macrophage","TPM3"
1.45797227852556e-58,0.71298609482976,0.79,0.549,3.35231566001382e-54,"Macrophage","TNS3"
2.43940418265875e-58,0.873955291250106,0.336,0.141,5.60892203718725e-54,"Macrophage","PRKX"
2.72354176752596e-58,1.00593968071239,0.394,0.173,6.26223958607244e-54,"Macrophage","ZCCHC6"
2.74584674336983e-58,0.986194092404821,0.329,0.145,6.31352541703024e-54,"Macrophage","PITPNA"
9.49681484877187e-58,1.27375835141663,0.259,0.099,2.18360263817812e-53,"Macrophage","PPARD"
1.19356642258843e-57,0.933923917854995,0.589,0.316,2.74436727545757e-53,"Macrophage","ANKS1A"
1.82518736014636e-57,0.803018095462895,0.639,0.345,4.19665329718451e-53,"Macrophage","AAK1"
2.13332814794014e-57,0.807950293316441,0.601,0.314,4.90516141055877e-53,"Macrophage","EML4"
2.89055071946948e-57,0.965702850921105,0.487,0.227,6.64624326927617e-53,"Macrophage","ABI1"
2.96696258184455e-57,0.809584883524108,0.405,0.194,6.82193706443517e-53,"Macrophage","IKBKB"
4.77054357722526e-57,1.02284775704639,0.524,0.281,1.0968910847114e-52,"Macrophage","EPB41L2"
4.78454761191964e-57,1.02626018912736,0.431,0.201,1.10011103240868e-52,"Macrophage","HM13"
1.17463782067883e-56,1.07891763260917,0.339,0.139,2.70084474108683e-52,"Macrophage","RTN3"
2.27178603333417e-56,1.05213842625536,0.401,0.18,5.22351762644526e-52,"Macrophage","PTPN1"
3.80474143997474e-56,0.9072874131866,0.468,0.229,8.74824199293392e-52,"Macrophage","TANK"
3.81299021988955e-56,0.924991740322311,0.32,0.143,8.76720841259204e-52,"Macrophage","DCAF7"
8.07499096667844e-56,0.927608605524798,0.424,0.196,1.85668267296837e-51,"Macrophage","FAM168A"
9.72800996428343e-56,1.23566689852856,0.255,0.097,2.23676133108769e-51,"Macrophage","KIAA0100"
1.78319175279279e-55,0.787695842705917,0.638,0.363,4.10009279719647e-51,"Macrophage","GAB2"
2.31319133415432e-55,0.94902709398123,0.347,0.151,5.31872083462102e-51,"Macrophage","FEZ2"
2.33124188917547e-55,0.969348756304161,0.578,0.331,5.36022447578117e-51,"Macrophage","FNIP2"
5.20557370535907e-55,0.885491333992202,0.538,0.274,1.19691756207321e-50,"Macrophage","ZNF438"
6.63046729283825e-55,1.1479442810712,0.27,0.105,1.5245433446423e-50,"Macrophage","STK40"
7.54368167228582e-55,0.863830523159618,0.271,0.113,1.73451872690868e-50,"Macrophage","ZC3HAV1"
7.93924376613128e-55,0.93902131703661,0.483,0.239,1.82547031914657e-50,"Macrophage","MAP3K3"
1.00475708364526e-54,0.943285605956811,0.301,0.133,2.31023796242554e-50,"Macrophage","NSMAF"
1.01707424183167e-54,1.08726494788321,0.322,0.133,2.33855880424355e-50,"Macrophage","HIVEP3"
1.07291397220449e-54,0.950497003890698,0.381,0.17,2.46695109628979e-50,"Macrophage","CAPZA1"
1.48185766798539e-54,0.879921835158004,0.584,0.326,3.40723533599881e-50,"Macrophage","PDE8A"
2.05706226542471e-54,1.01447115344575,0.271,0.105,4.72980326689103e-50,"Macrophage","PKM"
2.22866445047332e-54,0.961456131862157,0.35,0.153,5.12436817097331e-50,"Macrophage","CD58"
2.77948680815736e-54,1.01283416180996,0.329,0.137,6.39087401799622e-50,"Macrophage","MSRA"
3.45701443573741e-54,0.872921361284227,0.435,0.21,7.94871329209103e-50,"Macrophage","ACOT11"
6.84901423481443e-54,0.878716539952635,0.397,0.184,1.57479384301088e-49,"Macrophage","WDR26"
1.35831382887816e-53,0.96219676577782,0.394,0.181,3.12317098673956e-49,"Macrophage","TET2"
2.37825900954288e-53,0.847493577146927,0.425,0.198,5.46833094064194e-49,"Macrophage","PIK3CB"
2.6337288321091e-53,0.975691470971968,0.259,0.111,6.05573270366844e-49,"Macrophage","TMSB4X"
3.74423343924285e-53,1.45172797197761,0.257,0.099,8.60911594685108e-49,"Macrophage","TBC1D16"
5.81756799414162e-53,1.09357923710476,0.25,0.1,1.33763340889298e-48,"Macrophage","PLEKHM1"
8.39971050276721e-53,0.766850699783404,0.612,0.338,1.93134543590127e-48,"Macrophage","USP15"
1.33127854072208e-52,0.542419727659254,0.896,0.688,3.06100874868227e-48,"Macrophage","PLXDC2"
1.34937857072401e-52,0.876392277907306,0.255,0.107,3.10262614766571e-48,"Macrophage","AKNA"
3.13540478122898e-52,0.776368901171938,0.659,0.368,7.20923621347979e-48,"Macrophage","GNB1"
3.5594437056432e-52,0.881275599462548,0.412,0.197,8.18422891238541e-48,"Macrophage","MORC3"
4.42058564242114e-52,0.968520476941378,0.364,0.168,1.01642525676189e-47,"Macrophage","WDR37"
4.54633535731567e-52,1.06625861264071,0.301,0.127,1.04533888870759e-47,"Macrophage","TPK1"
4.8069241057794e-52,0.766291047188947,0.634,0.366,1.10525605964186e-47,"Macrophage","CAPZB"
5.63706540884799e-52,0.93626192217271,0.351,0.157,1.29613044945642e-47,"Macrophage","DENND1B"
9.39656896442707e-52,0.81261421798286,0.354,0.168,2.16055310199072e-47,"Macrophage","STAT6"
1.31010837459583e-51,0.811058724550818,0.538,0.282,3.0123321857082e-47,"Macrophage","SPG11"
2.12892907819869e-51,0.856691787562852,0.28,0.129,4.89504662950226e-47,"Macrophage","TBRG1"
2.73258635309114e-51,0.850287128445331,0.451,0.221,6.28303580166245e-47,"Macrophage","WDFY2"
3.08802692787983e-51,0.900466916360761,0.252,0.115,7.10030031527409e-47,"Macrophage","MGRN1"
5.46835488202159e-51,0.83473371563972,0.397,0.199,1.25733883802322e-46,"Macrophage","CCNL1"
5.800039848417e-51,1.39017643155008,0.33,0.141,1.33360316234652e-46,"Macrophage","SDC2"
1.78742658575234e-50,0.822323870036075,0.282,0.121,4.10982994862036e-46,"Macrophage","GCNT2"
1.80124212488831e-50,0.846135017471914,0.436,0.208,4.14159601775568e-46,"Macrophage","UBAC2"
2.95141076002479e-50,1.04019430175084,0.254,0.106,6.78617876052499e-46,"Macrophage","DARS"
3.42115755723719e-50,0.747684272661624,0.567,0.301,7.86626757135548e-46,"Macrophage","WIPF1"
4.25205882652063e-50,0.718501834802618,0.38,0.18,9.7767588598189e-46,"Macrophage","AGTPBP1"
6.13576799718229e-50,1.08990947345984,0.257,0.105,1.41079713559212e-45,"Macrophage","PAPSS1"
1.81404700869187e-49,0.95261678865872,0.262,0.115,4.17103828708521e-45,"Macrophage","NFKBIA"
2.94244748115397e-49,0.813900373600074,0.324,0.147,6.76556949341731e-45,"Macrophage","TMEM181"
3.0514908914472e-49,0.754546235078939,0.554,0.294,7.01629300670455e-45,"Macrophage","SUMF1"
3.46400560638643e-49,0.947619519276566,0.269,0.112,7.96478809076432e-45,"Macrophage","TMEM65"
4.45837321196379e-49,1.07896702016165,0.288,0.124,1.02511375262683e-44,"Macrophage","IL13RA1"
5.44947912776188e-49,0.68799711839887,0.702,0.417,1.25299873584629e-44,"Macrophage","KDM2A"
9.98389571456284e-49,0.847648756330689,0.283,0.116,2.29559714164943e-44,"Macrophage","PCNXL2"
1.20417872130119e-48,0.687475750571576,0.751,0.521,2.76876813388783e-44,"Macrophage","ASAP1"
1.33158300077652e-48,0.71674314178496,0.591,0.329,3.06170879368544e-44,"Macrophage","ATM"
1.43394264769584e-48,1.02974674089351,0.296,0.126,3.29706432984705e-44,"Macrophage","PLCL2"
1.43708675134379e-48,0.71712146543983,0.662,0.401,3.30429356736478e-44,"Macrophage","CELF1"
1.44588364631225e-48,0.706994332059311,0.425,0.211,3.32452026796577e-44,"Macrophage","DIP2A"
1.49787470501072e-48,1.63134504790902,0.259,0.092,3.44406330923115e-44,"Macrophage","PDK4"
1.99818045972159e-48,0.819035006350527,0.424,0.21,4.59441633103785e-44,"Macrophage","SNX6"
2.3054307154223e-48,0.762901378991357,0.459,0.233,5.3008768439705e-44,"Macrophage","GATAD2A"
2.51377907228147e-48,0.882009108986793,0.254,0.116,5.77993222089678e-44,"Macrophage","ANAPC7"
4.2019255905074e-48,0.748738207088685,0.589,0.332,9.66148751025368e-44,"Macrophage","RAD51B"
1.40721252515945e-47,0.702289312159688,0.7,0.435,3.23560375909913e-43,"Macrophage","IQGAP1"
1.41965256410764e-47,0.907584268274771,0.312,0.132,3.26420714065269e-43,"Macrophage","DCTN4"
1.50564840938974e-47,0.875567125204334,0.329,0.153,3.46193738770983e-43,"Macrophage","ZFYVE28"
3.11515924418054e-47,0.974445564301043,0.343,0.174,7.16268565014432e-43,"Macrophage","DDX3X"
3.191555233948e-47,0.655062965835578,0.706,0.428,7.33834294941663e-43,"Macrophage","VMP1"
4.18964666630236e-47,1.11055695896703,0.268,0.109,9.63325457982901e-43,"Macrophage","TEX2"
9.70353581533818e-47,0.871444229635682,0.327,0.155,2.23113399002071e-42,"Macrophage","ZFAND5"
1.11936006349887e-46,0.732291825254688,0.424,0.218,2.57374459400296e-42,"Macrophage","OSBPL1A"
2.40264317417508e-46,0.641821832509293,0.768,0.523,5.52439745038075e-42,"Macrophage","GNAQ"
3.4620671721763e-46,0.806706277248563,0.265,0.121,7.96033104898497e-42,"Macrophage","CHD1L"
3.76294471275689e-46,1.05010310343413,0.259,0.114,8.65213877804192e-42,"Macrophage","EIF5"
6.55487529784356e-46,0.915967923069867,0.255,0.116,1.50716247723317e-41,"Macrophage","VPS29"
8.58265997838602e-46,0.614630465128822,0.471,0.239,1.9734110088303e-41,"Macrophage","ST3GAL1"
2.40679760458375e-45,0.827159610151242,0.409,0.21,5.53394973221942e-41,"Macrophage","C2CD5"
2.91002782963175e-45,0.719398462284558,0.602,0.354,6.69102698867229e-41,"Macrophage","UVRAG"
3.40096842187067e-45,0.723259781087035,0.435,0.222,7.81984669240723e-41,"Macrophage","SLC25A13"
7.10955087407155e-45,0.646059213996488,0.684,0.417,1.63469903247527e-40,"Macrophage","EIF4G3"
7.74851205113331e-45,0.70616693553901,0.593,0.349,1.78161537591708e-40,"Macrophage","HNRNPA2B1"
8.80783084097499e-45,0.819079658126019,0.388,0.199,2.02518454526538e-40,"Macrophage","RPS6KA3"
8.81047103105138e-45,0.651564763082672,0.664,0.404,2.02579160416964e-40,"Macrophage","VPS13C"
1.20256785035215e-44,0.827931798311668,0.262,0.118,2.7650642583147e-40,"Macrophage","TM9SF2"
1.45354019307513e-44,0.787607455777708,0.596,0.346,3.34212496593765e-40,"Macrophage","KIF1B"
1.8092318627053e-44,0.826150436549098,0.346,0.171,4.15996682191829e-40,"Macrophage","PSMD1"
2.07854226046072e-44,0.713561550823586,0.55,0.301,4.77919221947734e-40,"Macrophage","WASF2"
2.84183743051438e-44,0.737940176325696,0.285,0.143,6.5342368039817e-40,"Macrophage","SMG7"
5.01470718553037e-44,0.738640692457503,0.336,0.165,1.153031623169e-39,"Macrophage","XPO6"
5.18180828045991e-44,0.815391176639454,0.343,0.163,1.19145317792615e-39,"Macrophage","IFNAR2"
7.24076820956974e-44,0.822063575129791,0.296,0.14,1.66486983442637e-39,"Macrophage","DTNBP1"
8.4648246671506e-44,1.1590385711797,0.288,0.126,1.94631713571794e-39,"Macrophage","CMKLR1"
8.71126831649986e-44,0.836487803692432,0.259,0.113,2.00298192401281e-39,"Macrophage","CYSTM1"
1.30825184193476e-43,0.702009634497403,0.529,0.298,3.00806346016059e-39,"Macrophage","USP32"
1.7926394434763e-43,0.921608293928189,0.331,0.164,4.12181587238504e-39,"Macrophage","MCL1"
2.15890362716285e-43,0.756946248342745,0.445,0.233,4.96396710993554e-39,"Macrophage","RAPH1"
2.36261999054e-43,0.684710263452199,0.567,0.316,5.43237214424862e-39,"Macrophage","TRAPPC9"
2.56994955402503e-43,0.75399544279927,0.307,0.15,5.90908500956975e-39,"Macrophage","EIF3A"
5.1785982942715e-43,0.756286862246308,0.339,0.166,1.19071510580185e-38,"Macrophage","NIN"
5.51175220231453e-43,0.824800965870705,0.355,0.169,1.26731718387818e-38,"Macrophage","STK24"
5.71082645501683e-43,0.670801382103845,0.485,0.265,1.31309032680202e-38,"Macrophage","HTT"
6.03038683890086e-43,0.789316210370133,0.376,0.191,1.38656684586848e-38,"Macrophage","RHOA"
1.18971343642843e-42,0.726237083466784,0.325,0.164,2.73550810437989e-38,"Macrophage","CNOT1"
1.41584180835869e-42,0.919998638332252,0.282,0.132,3.25544506995914e-38,"Macrophage","HADHB"
3.16120788218144e-42,0.710321496165959,0.522,0.285,7.26856528349978e-38,"Macrophage","SPPL3"
5.11938380028481e-42,0.320049082518268,0.362,0.175,1.17709991719949e-37,"Macrophage","PITPNC1"
5.86101557958583e-42,0.808693526195118,0.436,0.232,1.34762331221417e-37,"Macrophage","PRKCE"
7.07410914218379e-42,0.78349256223956,0.426,0.225,1.62654991506232e-37,"Macrophage","NPIPB5"
1.40170657908552e-41,0.62327279344882,0.746,0.503,3.22294393729133e-37,"Macrophage","DLEU2"
2.93464604164187e-41,0.727660407064615,0.37,0.195,6.74763164354714e-37,"Macrophage","C16orf62"
3.76312621994374e-41,0.664844782508062,0.306,0.151,8.65255611751665e-37,"Macrophage","RAC1"
4.34002700178462e-41,0.730506063318136,0.379,0.193,9.97902408520338e-37,"Macrophage","NLK"
6.11409896369097e-41,0.738492348291649,0.347,0.172,1.40581477472146e-36,"Macrophage","CHFR"
7.30708185549511e-41,0.749432401166757,0.334,0.163,1.68011733103399e-36,"Macrophage","SPATS2"
1.03882814855488e-40,0.695231776244151,0.48,0.263,2.38857756197223e-36,"Macrophage","PRMT2"
