"celltype","gene","contrast","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","method"
"Endothelial","RAB11FIP1","disease_vs_control",5.34030344150271e-06,2.82783749890588,0.186,0.019,0.122789597030472,"Seurat_LR_cell_level_exploratory"
"Endothelial","CMC2","disease_vs_control",5.35355146746542e-06,2.80465769351926,0.106,0.006,0.123094208891432,"Seurat_LR_cell_level_exploratory"
"Endothelial","EIF2AK1","disease_vs_control",5.41008788613875e-06,4.61221880702159,0.128,0.006,0.124394150765988,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP11-403A3.3","disease_vs_control",5.53385529433746e-06,-5.37833403272328,0.005,0.096,0.127239934782701,"Seurat_LR_cell_level_exploratory"
"Endothelial","OVCH2","disease_vs_control",5.54457095246785e-06,2.84159988580531,0.149,0.013,0.127486319910093,"Seurat_LR_cell_level_exploratory"
"Endothelial","ITGA8","disease_vs_control",6.07503727775098e-06,1.57442155574574,0.202,0.071,0.139683332127328,"Seurat_LR_cell_level_exploratory"
"Endothelial","MPP3","disease_vs_control",6.08260100378285e-06,2.76015305179773,0.207,0.032,0.139857244879979,"Seurat_LR_cell_level_exploratory"
"Endothelial","SPTAN1","disease_vs_control",6.10729014709156e-06,1.45050414778652,0.447,0.173,0.140424922352076,"Seurat_LR_cell_level_exploratory"
"Endothelial","TRIO","disease_vs_control",6.22226790467262e-06,-0.501796586905661,0.649,0.744,0.143068605932138,"Seurat_LR_cell_level_exploratory"
"Endothelial","RAD23B","disease_vs_control",6.25356496331667e-06,-1.32225539337058,0.117,0.237,0.14378821920154,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP11-231C18.3","disease_vs_control",6.30731606432142e-06,-1.47760089368152,0.09,0.199,0.145024118266942,"Seurat_LR_cell_level_exploratory"
"Endothelial","CALM1","disease_vs_control",6.37211048036273e-06,2.10397580753384,0.186,0.032,0.14651393627498,"Seurat_LR_cell_level_exploratory"
"Endothelial","ZNF652","disease_vs_control",6.38368358041284e-06,2.04724199756554,0.303,0.058,0.146780036564432,"Seurat_LR_cell_level_exploratory"
"Endothelial","PUM1","disease_vs_control",6.56672389456227e-06,-0.637094941439732,0.5,0.59,0.15098868250767,"Seurat_LR_cell_level_exploratory"
"Endothelial","TUBA1B","disease_vs_control",6.60796853051848e-06,6.84012468771448,0.106,0,0.151937020422211,"Seurat_LR_cell_level_exploratory"
"Endothelial","RBMS3","disease_vs_control",6.69281009175031e-06,-0.477751647313184,0.83,0.923,0.153887782439615,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP11-745L13.2","disease_vs_control",6.7312044382638e-06,4.01076753712239,0.186,0.013,0.154770583649,"Seurat_LR_cell_level_exploratory"
"Endothelial","RSU1","disease_vs_control",6.74464638358697e-06,-1.2288152125136,0.202,0.333,0.155079654297815,"Seurat_LR_cell_level_exploratory"
"Endothelial","ZCCHC2","disease_vs_control",6.78220732987944e-06,-1.72821080812843,0.128,0.263,0.155943293135918,"Seurat_LR_cell_level_exploratory"
"Endothelial","ARL5B","disease_vs_control",6.80042450258106e-06,-3.00815217182377,0.032,0.16,0.156362160587846,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP4-605O3.4","disease_vs_control",6.90723750642781e-06,3.62860084708843,0.144,0.013,0.158818111985295,"Seurat_LR_cell_level_exploratory"
"Endothelial","SAT1","disease_vs_control",6.99840042708198e-06,1.35018847465051,0.447,0.199,0.160914221019896,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP1-78O14.1","disease_vs_control",7.0034305707461e-06,2.8213676175536,0.17,0.019,0.161029879113165,"Seurat_LR_cell_level_exploratory"
"Endothelial","NPIPB15","disease_vs_control",7.0270246787266e-06,2.80692574872587,0.154,0.013,0.161572378437961,"Seurat_LR_cell_level_exploratory"
"Endothelial","RNF41","disease_vs_control",7.27915810788891e-06,6.59157510638853,0.101,0,0.16736968237469,"Seurat_LR_cell_level_exploratory"
"Endothelial","CREM","disease_vs_control",7.28608316753409e-06,-1.71107113634697,0.101,0.269,0.167528910271111,"Seurat_LR_cell_level_exploratory"
"Endothelial","ANKRD44","disease_vs_control",7.53877636972492e-06,1.40314065837443,0.346,0.128,0.173339085069085,"Seurat_LR_cell_level_exploratory"
"Endothelial","LARGE","disease_vs_control",7.66826394912386e-06,-1.31888834319192,0.255,0.378,0.176316392982205,"Seurat_LR_cell_level_exploratory"
"Endothelial","EBF3","disease_vs_control",7.67293119367194e-06,-1.40818367819865,0.128,0.237,0.176423706936099,"Seurat_LR_cell_level_exploratory"
"Endothelial","RFWD2","disease_vs_control",7.8187046098038e-06,-0.793191213062465,0.463,0.577,0.179775475093219,"Seurat_LR_cell_level_exploratory"
"Endothelial","SSX2IP","disease_vs_control",8.18436104535471e-06,4.32870262720137,0.122,0.006,0.188183013515841,"Seurat_LR_cell_level_exploratory"
"Endothelial","HECTD2","disease_vs_control",8.50412290817618e-06,2.16319282678287,0.277,0.058,0.195535298027695,"Seurat_LR_cell_level_exploratory"
"Endothelial","HIF1A-AS2","disease_vs_control",8.64441985891973e-06,-3.59594838668402,0.016,0.122,0.198761145816141,"Seurat_LR_cell_level_exploratory"
"Endothelial","HSPA1A","disease_vs_control",8.65364883338217e-06,-3.59980064779556,0.011,0.09,0.198973347625956,"Seurat_LR_cell_level_exploratory"
"Endothelial","DAAM1","disease_vs_control",8.74783520465839e-06,-1.28260457442451,0.25,0.397,0.20113897486071,"Seurat_LR_cell_level_exploratory"
"Endothelial","MIRLET7BHG","disease_vs_control",8.7831377784413e-06,1.63212476304197,0.441,0.16,0.201950686939701,"Seurat_LR_cell_level_exploratory"
"Endothelial","ANXA2","disease_vs_control",8.79805066268479e-06,1.54860814494583,0.399,0.115,0.202293578887111,"Seurat_LR_cell_level_exploratory"
"Endothelial","TANC2","disease_vs_control",8.81372570486124e-06,1.21889632213101,0.489,0.205,0.202653995131875,"Seurat_LR_cell_level_exploratory"
"Endothelial","KIAA1683","disease_vs_control",9.06390388346797e-06,3.67749160370272,0.133,0.006,0.208406341992579,"Seurat_LR_cell_level_exploratory"
"Endothelial","PLVAP","disease_vs_control",9.28306907298897e-06,-1.41576326800404,0.186,0.34,0.213445607195235,"Seurat_LR_cell_level_exploratory"
"Endothelial","TINAGL1","disease_vs_control",9.40745532336607e-06,3.5874563626325,0.181,0.026,0.216305620250156,"Seurat_LR_cell_level_exploratory"
"Endothelial","FARP1","disease_vs_control",9.45905309888694e-06,1.35735921995624,0.399,0.141,0.217492007902707,"Seurat_LR_cell_level_exploratory"
"Endothelial","SH3GL1","disease_vs_control",1.01710152102134e-05,-1.85475708052789,0.112,0.244,0.233862152728437,"Seurat_LR_cell_level_exploratory"
"Endothelial","RCAN2","disease_vs_control",1.02980144831172e-05,2.22766898583276,0.213,0.045,0.236782247010314,"Seurat_LR_cell_level_exploratory"
"Endothelial","LRRC32","disease_vs_control",1.03205465714741e-05,-5.09660709420085,0.005,0.109,0.237300327317903,"Seurat_LR_cell_level_exploratory"
"Endothelial","AKT3","disease_vs_control",1.03907209788068e-05,-0.51789844559059,0.755,0.795,0.238913847465704,"Seurat_LR_cell_level_exploratory"
