"gene","donor_id","biosample_id","condition2","celltype","n_cells","mean_log_norm_expr","pct_expr"
"SMTN","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.166638636773005,0.0638297872340425
"SMTN","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0.273257483071277,0.166666666666667
"SMTN","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.0482841294208468,0.032258064516129
"SMTN","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.0420704470052611,0.0198019801980198
"SMTN","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"SMTN","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.513105109935738,0.244299674267101
"SMTN","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.098057669446059,0.04
"SMTN","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0.561512884992896,0.333333333333333
"SMTN","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"SMTN","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.120954023436381,0.0490196078431373
"SMTN","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0.40108437174211,0.25
"SMTN","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.502215810416358,0.239577543079489
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.0886528882445931,0.0454545454545455
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.0217045675985058,0.0128205128205128
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0,0
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0102583769151311,0.00609756097560976
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.554529373997321,0.3125
"SMTN","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.194780564868322,0.0885416666666667
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.136541978196263,0.08
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.0856078719377168,0.0493827160493827
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0,0
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0561423865638601,0.0316205533596838
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.646070063909771,0.4
"SMTN","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.180554671146675,0.0849056603773585
"SMTN","C7","Control disease free carotid tissue","control","Endothelial",156,0.0978526236504778,0.0512820512820513
"SMTN","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"SMTN","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"SMTN","C7","Control disease free carotid tissue","control","Pericyte",63,0.342900424164252,0.174603174603175
"SMTN","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"SMTN","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"SMTN","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.345408809609644,0.150326797385621
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,1.54042968192767,0.638297872340426
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,1.37350154972745,0.666666666666667
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.894070821491223,0.354838709677419
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,1.13915126640173,0.445544554455446
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"PDE4D","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,2.01815682666955,0.715526601520087
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,1.41445362923293,0.62
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0.697626343357835,0.333333333333333
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.780528615162535,0.310344827586207
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,1.2860760707183,0.490196078431373
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0.431725602416344,0.25
"PDE4D","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,2.05716007516127,0.728738187882157
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,1.90311290635414,0.772727272727273
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.401621895921621,0.192307692307692
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.319560791222787,0.133928571428571
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.355749728202006,0.176829268292683
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"PDE4D","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.637022202094802,0.244791666666667
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,1.51100735476753,0.64
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.33486676678076,0.148148148148148
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.336769737625488,0.144736842105263
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.345687858660115,0.173913043478261
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"PDE4D","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.562474136496893,0.207547169811321
"PDE4D","C7","Control disease free carotid tissue","control","Endothelial",156,1.61237724512193,0.641025641025641
"PDE4D","C7","Control disease free carotid tissue","control","Lymphocyte",10,0.471243074761977,0.2
"PDE4D","C7","Control disease free carotid tissue","control","Macrophage",4,1.23873911642443,0.5
"PDE4D","C7","Control disease free carotid tissue","control","Pericyte",63,0.268829891814527,0.142857142857143
"PDE4D","C7","Control disease free carotid tissue","control","Unknown1",39,0.445228315489497,0.230769230769231
"PDE4D","C7","Control disease free carotid tissue","control","Unknown2",19,0.373803310260652,0.157894736842105
"PDE4D","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,1.11275688643506,0.398692810457516
"ANK3","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.532011520703435,0.234042553191489
"ANK3","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,2.58100965311418,1
"ANK3","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.848233951837762,0.32258064516129
"ANK3","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.542629102177382,0.237623762376238
"ANK3","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,2.36600468807219,1
"ANK3","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,1.14884079193888,0.4728555917481
"ANK3","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.317403622805955,0.16
"ANK3","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,2.45193958683713,1
"ANK3","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.900261284160346,0.344827586206897
"ANK3","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.513607582339718,0.215686274509804
"ANK3","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,1.97235953535387,0.75
"ANK3","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,1.16641454924504,0.474708171206226
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.0926240622378143,0.0454545454545455
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.877381870719163,0.416666666666667
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,1.05468546277962,0.392857142857143
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.101819958869432,0.0548780487804878
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,1.29489059022133,0.625
"ANK3","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.728699750272845,0.307291666666667
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.2040203494384,0.12
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.726015940710219,0.345679012345679
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,1.03018291001674,0.394736842105263
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.120980178760452,0.0711462450592885
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.927956653448965,0.4
"ANK3","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.907582748807149,0.386792452830189
"ANK3","C7","Control disease free carotid tissue","control","Endothelial",156,0.053758223103765,0.0256410256410256
"ANK3","C7","Control disease free carotid tissue","control","Lymphocyte",10,0.799108974117044,0.3
"ANK3","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"ANK3","C7","Control disease free carotid tissue","control","Pericyte",63,0.529321030487234,0.253968253968254
"ANK3","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"ANK3","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"ANK3","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.484922632973966,0.189542483660131
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.420465020677152,0.234042553191489
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,2.58942965090104,1
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.545214280962411,0.225806451612903
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.339335919389148,0.158415841584158
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"LAMA2","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,1.17500531071125,0.477198697068404
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.477482713140204,0.24
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,2.60575553488597,1
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.605002909318691,0.241379310344828
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.406609004470408,0.176470588235294
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"LAMA2","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,1.21376880296057,0.489160644802668
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.300863005870287,0.136363636363636
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,1.57479437829438,0.711538461538462
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.111482143404438,0.0446428571428571
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0691327633033318,0.040650406504065
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.961728346441709,0.4375
"LAMA2","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.851073175829336,0.333333333333333
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.239012401214159,0.12
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,1.4563514153569,0.666666666666667
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0,0
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0801489517311189,0.0474308300395257
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.682371435415984,0.3
"LAMA2","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.901312981461129,0.386792452830189
"LAMA2","C7","Control disease free carotid tissue","control","Endothelial",156,0.372447242075803,0.166666666666667
"LAMA2","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"LAMA2","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"LAMA2","C7","Control disease free carotid tissue","control","Pericyte",63,0.291474442771977,0.111111111111111
"LAMA2","C7","Control disease free carotid tissue","control","Unknown1",39,2.41811389251309,0.871794871794872
"LAMA2","C7","Control disease free carotid tissue","control","Unknown2",19,2.87053425348456,0.947368421052632
"LAMA2","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,1.44493406155074,0.529411764705882
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,1.83065263129348,0.723404255319149
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0.286369060345326,0.166666666666667
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.378282870259737,0.161290322580645
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,1.08792565904442,0.465346534653465
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"PECAM1","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0636997549582853,0.0304017372421281
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,1.66200820770114,0.66
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.345906393187768,0.137931034482759
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.991132037599978,0.42156862745098
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"PECAM1","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0595064657247445,0.0289049471928849
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,2.26855362817968,0.893939393939394
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.566796795007531,0.275641025641026
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.184465314852901,0.0803571428571429
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.825124305190826,0.426829268292683
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.209966220358559,0.125
"PECAM1","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.253495469818039,0.109375
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,2.17354978689902,0.88
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.538393926109084,0.271604938271605
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.150049524222955,0.0657894736842105
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.816660254311035,0.438735177865613
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.406379414683757,0.2
"PECAM1","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.198968948454837,0.0849056603773585
"PECAM1","C7","Control disease free carotid tissue","control","Endothelial",156,2.35997584955703,0.891025641025641
"PECAM1","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"PECAM1","C7","Control disease free carotid tissue","control","Macrophage",4,1.27165808542893,0.5
"PECAM1","C7","Control disease free carotid tissue","control","Pericyte",63,0.343877831171134,0.158730158730159
"PECAM1","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"PECAM1","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"PECAM1","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.245130747448173,0.104575163398693
"VWF","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,2.56138618440974,0.914893617021277
"VWF","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"VWF","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.0574121722634922,0.032258064516129
"VWF","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.0802779768348984,0.0396039603960396
"VWF","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"VWF","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0491377642673292,0.0238870792616721
"VWF","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,2.40961045511346,0.88
"VWF","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"VWF","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"VWF","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.138833808831996,0.0588235294117647
"VWF","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"VWF","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0402097863483696,0.0177876598110061
"VWF","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,1.43720198138619,0.575757575757576
"VWF","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0,0
"VWF","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.0227140851608578,0.00892857142857143
"VWF","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0280613695438772,0.016260162601626
"VWF","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"VWF","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.0717374046982586,0.0260416666666667
"VWF","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,1.40858241545198,0.56
"VWF","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.029365133028873,0.0123456790123457
"VWF","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.033717798837065,0.0131578947368421
"VWF","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0426279860298884,0.0276679841897233
"VWF","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"VWF","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.0285616914652365,0.00943396226415094
"VWF","C7","Control disease free carotid tissue","control","Endothelial",156,2.39696337337116,0.891025641025641
"VWF","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"VWF","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"VWF","C7","Control disease free carotid tissue","control","Pericyte",63,0.027131155120523,0.0158730158730159
"VWF","C7","Control disease free carotid tissue","control","Unknown1",39,0.0466726787477263,0.0256410256410256
"VWF","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"VWF","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.148513931197169,0.0522875816993464
"CDH5","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.331153307638385,0.191489361702128
"CDH5","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"CDH5","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0,0
"CDH5","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0,0
"CDH5","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"CDH5","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.00285730119689633,0.00162866449511401
"CDH5","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.454294544003774,0.26
"CDH5","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"CDH5","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"CDH5","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0,0
"CDH5","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"CDH5","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.00203223979547349,0.00111172873818788
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.756031998171041,0.393939393939394
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0,0
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.0271577658543158,0.00892857142857143
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0131854994494149,0.00813008130081301
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.0982378855584515,0.0625
"CDH5","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.026786629561558,0.0104166666666667
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.681325071954256,0.36
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0,0
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0,0
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.00672973945440139,0.00395256916996047
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"CDH5","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0,0
"CDH5","C7","Control disease free carotid tissue","control","Endothelial",156,0.224269150263484,0.108974358974359
"CDH5","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"CDH5","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"CDH5","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"CDH5","C7","Control disease free carotid tissue","control","Unknown1",39,0.0599773521785393,0.0256410256410256
"CDH5","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"CDH5","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.0356696313221916,0.0130718954248366
"DCN","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.0858802885527787,0.0425531914893617
"DCN","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,1.57450331133596,0.833333333333333
"DCN","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.0540071040967285,0.032258064516129
"DCN","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0,0
"DCN","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"DCN","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0453063259667692,0.0211726384364821
"DCN","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.09441865153832,0.04
"DCN","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,1.6919774181216,0.833333333333333
"DCN","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"DCN","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.0421834381435928,0.0196078431372549
"DCN","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"DCN","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0523320760814563,0.0239021678710395
"DCN","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.10478283001674,0.0454545454545455
"DCN","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,1.35942022603255,0.621794871794872
"DCN","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.0970577980253185,0.0446428571428571
"DCN","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0791195070432356,0.0386178861788618
"DCN","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.199068448579464,0.125
"DCN","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.313483022696033,0.125
"DCN","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.0931774042498448,0.04
"DCN","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,1.47935337010163,0.641975308641975
"DCN","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0,0
"DCN","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0830127237664135,0.0474308300395257
"DCN","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.340557515399556,0.2
"DCN","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.275977074442857,0.113207547169811
"DCN","C7","Control disease free carotid tissue","control","Endothelial",156,0.0184031654312755,0.00641025641025641
"DCN","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"DCN","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"DCN","C7","Control disease free carotid tissue","control","Pericyte",63,0.029234853673749,0.0158730158730159
"DCN","C7","Control disease free carotid tissue","control","Unknown1",39,1.92477148267952,0.794871794871795
"DCN","C7","Control disease free carotid tissue","control","Unknown2",19,0.984222660702667,0.421052631578947
"DCN","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.140285719064312,0.0522875816993464
"LUM","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0,0
"LUM","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"LUM","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0,0
"LUM","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0,0
"LUM","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"LUM","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.020394398700583,0.00977198697068404
"LUM","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.0325717935704306,0.02
"LUM","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"LUM","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"LUM","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0,0
"LUM","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"LUM","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0204161322532619,0.0100055586436909
"LUM","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.0491832962614556,0.0303030303030303
"LUM","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.825517076937019,0.397435897435897
"LUM","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.367980428073297,0.142857142857143
"LUM","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.131587446921328,0.0609756097560976
"LUM","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.394129905172004,0.1875
"LUM","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.307390055574111,0.125
"LUM","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0,0
"LUM","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.966021724423456,0.444444444444444
"LUM","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.165160088408463,0.0657894736842105
"LUM","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0620105454710041,0.0395256916996047
"LUM","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"LUM","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.210206868886567,0.0849056603773585
"LUM","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"LUM","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"LUM","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"LUM","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"LUM","C7","Control disease free carotid tissue","control","Unknown1",39,0.0440087157428123,0.0256410256410256
"LUM","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"LUM","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.0182063685267153,0.0065359477124183
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.103485219764843,0.0425531914893617
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0.758001596678892,0.333333333333333
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.275144815015043,0.129032258064516
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.09820016701768,0.0396039603960396
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"COL1A1","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.555165696738765,0.259500542888165
"COL1A1","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.0347139991319518,0.02
